Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
novias_5e58d514	nvle	Helena se aleja tapándose los oídos, Adara se acerca lentamente hasta quedar de rodillas a su lado.	game/branch.rpy	781	nvle "[what]"
novias_e8ee064c	ad	Fui una tonta, lo admito. No estaba lista y cuando tú lo estuviste no supe qué hacer, reaccioné de la peor manera... Lo siento, herí tus sentimientos y me siento terrible por ello.	game/branch.rpy	783	ad "[what]"
novias_dd55a52c	he	¡Já! Como si eso me importara ahora. Métete esto en la cabeza, Adara, esa labia tuya ya no tendrá efecto en mí. Yo ya no siento NADA, ni por ti ni por NADA.	game/branch.rpy	787	he "[what]"
novias_7f29f8ff	he	¿Ah sí? Pues qué mal. A mí tu disculpa ya no me sirve de nada, ya no soy la misma ingenua que se desvivía por ti y tus mentiras.	game/branch.rpy	791	he "[what]"
novias_c70e3b4b	nvle	Adara se acerca a Helena y esta la empuja dándole la espalda, desolada se abraza a sí misma encogiéndose un poco. Adara se muestra dolida ante la actitud de Helena.	game/branch.rpy	793	nvle "[what]"
novias_d301b9ff	ad	¿Hubieras preferido que nos mataran? ¿De verdad? Quiero escucharte decirlo, dime si no, Lena, ¿acaso no querías huir? Anoche nos juramos un futuro juntas, eso de 'No me voy a ir a ningún lado' ¿era mentira?	game/branch.rpy	795	ad "[what]"
novias_6dd5f6e6	he	Cállate, déjame en paz. ¿No me escuchaste? Ya no quiero estar contigo como lo quise antes.	game/branch.rpy	800	he "[what]"
novias_93a9df62	ad	Helena, ¡ya basta! Ni me escuchas ni sales de tu hoyo. Estoy tratando de hacerte entender que he cambiado, que ahora sí haré bien las cosas contigo. Por favor, entiéndeme, Lena.	game/branch.rpy	802	ad "[what]"
novias_50d27e98	he	¡No! Basta, Adara, cállate ya. No se trata de eso.	game/branch.rpy	807	he "[what]"
novias_c89f4105	ad	Pues yo tampoco soy la misma. Poco me importa lo que se llegue a decir. Yo no bromeaba cuando te dije que iría a cualquier parte contigo. ¡Lena, entiéndeme, carajo!	game/branch.rpy	809	ad "[what]"
novias_20a87787	nvle	Helena se queda sorprendida ante la declaración de Adara, se quedan mirando sin palabras, la rubia pega su frente a la de ella y sus alientos empiezan a combinarse. La castaña la mira detenidamente, Adara está impaciente, pero a la vez teme la respuesta de Helena y aleja su rostro para seguirla viendo, ve sus labios y luego sus ojos.	game/branch.rpy	814	nvle "[what]"
novias_005c0871	he	¿Qué me ves?	game/branch.rpy	819	he "[what]"
novias_8697e46d	ad	No te estoy viendo.	game/branch.rpy	821	ad "[what]"
novias_5a54330b	he	¿Qué estás haciendo?	game/branch.rpy	826	he "[what]"
novias_ad10a0b9	ad	¿Qué estoy haciendo?	game/branch.rpy	828	ad "[what]"
novias_9f96ab23	he	Adara...	game/branch.rpy	831	he "[what]"
novias_8dbaf0ea	ad	¿Sí?	game/branch.rpy	833	ad "[what]"
novias_ee1c4910	he	Ara.	game/branch.rpy	834	he "[what]"
novias_b7a40cdb	ad	Lena.	game/branch.rpy	836	ad "[what]"
novias_e2ee2d63	nvle	Adara suelta las muñecas de Helena y se queda con los brazos recargados sobre la pared entre la castaña, Helena por su parte baja sus brazos y toma a Adara por la cadera, la acerca firme hacia ella.	game/branch.rpy	837	nvle "[what]"
novias_fa13600a	he	Esta es tu última oportunidad, arruínala y no vuelves a saber de mí.	game/branch.rpy	841	he "[what]"
novias_ed4cf9c0	he	Te puedo dar una última oportunidad.	game/branch.rpy	844	he "[what]"
novias_8061f0b5	nvle	Las manos de Helena viajan por la espalda Adara y luego suben hasta sus hombros solo para bajar sus tirantes, mostrando así el top ajustado que cubre su busto. Helena entonces lleva sus manos acariciando la suave piel del cuello de la rubia hasta llegar a su mandíbula y mejillas, con ambas manos sostiene su cara y con fuerza la jala hacia la altura de su ojos haciendo que Adara pierda un poco su compostura.	game/branch.rpy	846	nvle "[what]"
novias_e21b912a	he	¿Entendiste?	game/branch.rpy	848	he "[what]"
novias_863fb87b	ad	Entendí, guapa.	game/branch.rpy	850	ad "[what]"
novias_1a6c4c99	nvle	Helena sonríe de manera satisfactoria y le da un beso, Adara le responde intensificando más el beso. Helena lleva sus manos hacia el cabello de Adara y lentamente le va deshaciendo sus trenzas liberando así la larga y ondulada cabellera de la rubia. Adara detiene un poco el beso, mira con lujuria a Helena y desliza sus manos hasta llegar a sus glúteos.	game/branch.rpy	851	nvle "[what]"
novias_b352fd50	ad	¿Puedo?	game/branch.rpy	854	ad "[what]"
novias_539fd472	nvle	Helena asiente mordiéndose el labio inferior, Adara la carga y ella reacciona prontamente enganchando firmemente sus piernas a la cintura de la rubia. Adara sube a Helena cargando hacia la habitación mientras traza un camino de suaves besos por el cuello de Helena. Helena se sobresalta y se empieza a reír nerviosamente. Al llegar arriba Helena suelta un gemido y Adara cierra la puerta detrás de ellas.	game/branch.rpy	855	nvle "[what]"
novias_576de461	nvle	Helena se despierta por la luz de la luna que baña la cama de Adara, el cabello de la rubia parecen ondas de oro dispersos en su brazo y almohadas, su respiración es tan tranquila que a Helena le da miedo moverse del brazo de Adara para evitar interrumpir su paz. 	game/branch.rpy	861	nvle "[what]"
novias_66bfeda6	nvle	Admira sus largas pestañas, sus labios carnosos, el subir y bajar de su pecho. Helena se levanta de la cama y se pone su ropa, junta sus cosas, yéndose.	game/branch.rpy	862	nvle "[what]"
novias_7e23311c	ad	Y yo aquí esperando que me despertaras con un beso, esto es lo que recibo por esperar aquí quieta.	game/branch.rpy	868	ad "[what]"
novias_f83805b9	he	¿Qué ya no tienes prisa por huir? Ayer te preocupaba mucho.	game/branch.rpy	869	he "[what]"
novias_5ec7c0cb	nvle	Helena se ríe de nervios y se tapa la cara al ver que la rubia siempre estuvo despierta.	game/branch.rpy	870	nvle "[what]"
novias_7161fe89	he	Me tienes a mí ahora, ¿de qué te quejas? ¿O qué, mi amor no es suficiente para ti?	game/branch.rpy	871	he "[what]"
novias_d7990760	ad	Tu amor es algo que no merezco, pero que cuidaré el tiempo que tú me permitas. Me alegro que después de tanto tiempo, por fin puedo decirte que te amo, Lena.	game/branch.rpy	873	ad "[what]"
novias_630e463a	he	Te amo.	game/branch.rpy	874	he "[what]"
novias_7b22dad7	ad	No puedo creer que esto sea real, han pasado tantas cosas estos últimos días. Lena, no me estoy equivocando esta vez ¿verdad? Yo te amo y tú lo sabes ¿verdad?	game/branch.rpy	876	ad "[what]"
novias_8a67c1ae	nvle	Adara se levanta con ojos aguados. Tiene una expresión un tanto angustiada.	game/branch.rpy	877	nvle "[what]"
novias_c97669d3	he	Ay, Ara, de las cosas que te terminas preocupando. ¿Apenas ahorita te detuviste a pensar en eso?	game/branch.rpy	880	he "[what]"
novias_2686ebe0	he	Yo también te amo, Ara. No te preocupes del pasado ni del futuro, sólo disfruta conmigo lo que tenemos ahora.	game/branch.rpy	883	he "[what]"
novias_ba77ffad	nvle	Helena toma la cara de Adara entre sus manos y le da un suave y dulce beso. Ambas chicas ríen por lo bajo.	game/branch.rpy	885	nvle "[what]"
novias_ff8d77ec	he	¿Quedó claro? Es más, te lo repito: Adara, te amo.	game/branch.rpy	886	he "[what]"
novias_c10582ca	nvle	Helena toma una de las flores de caléndula que quedaron aplastadas por la van el día anterior, la admira con ojos tristes y una tierna sonrisa y la huele.	game/branch.rpy	887	nvle "[what]"
novias_df22ae8d	ad	¿Estás lista, Lena?	game/branch.rpy	889	ad "[what]"
novias_0cac0d01	he	Mmmm me pregunto lo mismo.	game/branch.rpy	894	he "[what]"
novias_6f87f92e	he	Sip, vamos.	game/branch.rpy	897	he "[what]"
novias_2f120593	nvle	Adara le extiende su mano a Helena, esta toma su mano y se levanta del suelo.	game/branch.rpy	899	nvle "[what]"
novias_90d76806	he	Ara, ¿tendrás un libro que me regales?	game/branch.rpy	900	he "[what]"
novias_b95bf57c	ad	Claro, amor, ¿qué libro te gustaría?	game/branch.rpy	902	ad "[what]"
novias_12410879	he	El que sea, es para esta flor de caléndula, la recogí antes de que se llevaran a Chancho. Llevaré una conmigo para siempre traer algo que me recuerde a mi madre y a Chancho.	game/branch.rpy	903	he "[what]"
novias_367c1e48	ad	Te daré mi diario para que también me recuerdes a mí.	game/branch.rpy	905	ad "[what]"
novias_a515dd36	nvle	La pequeña flor queda prensada entre las hojas del diario de Adara, Helena guarda el diario de cuero en uno de sus bolsillos internos de la sudadera, ahora es ella la que le extiende la mano a Adara, la rubia acepta el gesto entrelazando su mano con la de ella y equipadas con sus mochilas se van caminando hacia el alba.	game/branch.rpy	906	nvle "[what]"
novias_0ae9bcd0			game/branch.rpy	915	"[what]"
secuestro_d529c88a	nvle	Helena entierra la caja. Su llanto se calma. El viento se lleva las últimas lágrimas.	game/branch.rpy	936	nvle "[what]"
secuestro_f30aba83	ad	¿Segura que vas a estar bien con esto?	game/branch.rpy	941	ad "[what]"
secuestro_037ab558	he	Tengo que estar bien, voy a estar bien.	game/branch.rpy	946	he "[what]"
secuestro_68767ca1	ad	Aquí estaré para apoyarte, Lena.	game/branch.rpy	948	ad "[what]"
secuestro_000dce64	ad	Somos amigas a final de cuentas.	game/branch.rpy	949	ad "[what]"
secuestro_5e7f1f02	he	Perdón, sé que he sido un poco grosera contigo.	game/branch.rpy	950	he "[what]"
secuestro_b5846774	ad	Pero no lo has sido.	game/branch.rpy	952	ad "[what]"
secuestro_e6b7e49f	he	La verdad, no lo sé, me da algo de miedo.	game/branch.rpy	956	he "[what]"
secuestro_22edef27	ad	Está bien tener miedo.	game/branch.rpy	958	ad "[what]"
secuestro_a8167bd3	he	Es que no entiendo, ¿qué hicimos mal? ¿qué hice mal? ¿por qué sucedió todo esto?	game/branch.rpy	960	he "[what]"
secuestro_76cd97d9	he	Me pregunto cómo llegamos hasta aquí.	game/branch.rpy	963	he "[what]"
secuestro_09b6b04b	ad	No lo sé, tal vez la noche nos lo diga.	game/branch.rpy	965	ad "[what]"
secuestro_bce12b4d	nvle	Adara está sentada en el sofá tomando un café. Helena, se sienta a la mesa. Chancho las observa.	game/branch.rpy	966	nvle "[what]"
secuestro_d25cbe81	he	Ya lo pensé y... creo que debo irme de la ciudad.	game/branch.rpy	969	he "[what]"
secuestro_eec4e53f	ad	Vele el lado bueno, no sería la primera vez que huyes je...je...	game/branch.rpy	971	ad "[what]"
secuestro_3f7ad4ac	nvle	Helena sacude la cabeza a manera de desaprobación mientras se ríe. Mira a lo lejos un momento, se queda de brazos cruzados y suspira al voltear con Adara.	game/branch.rpy	972	nvle "[what]"
secuestro_ac19a75f	he	¿Te quedarías a Chancho si me voy?	game/branch.rpy	975	he "[what]"
secuestro_18d363ee	ad	¿No sería mejor irnos todos y ya?	game/branch.rpy	977	ad "[what]"
secuestro_a8217608	he	¿En serio quieres ir conmigo?	game/branch.rpy	983	he "[what]"
secuestro_35ec3adf	he	No, Adara, entiende, debo irme sola.	game/branch.rpy	987	he "[what]"
secuestro_1e19200a	ad	Te he estado esperando todo este tiempo. Déjame ir contigo.	game/branch.rpy	990	ad "[what]"
secuestro_ee8207db	he	Pero y... ¿a dónde iríamos?	game/branch.rpy	992	he "[what]"
secuestro_72d7f3e8	ad	No lo sé, Lena, hasta donde no recordemos lo que hemos pasado.	game/branch.rpy	994	ad "[what]"
secuestro_4293e070	nvle	Adara le extiende su mano a Helena, y esta baja sus brazos, antes cruzados, para tomar la mano de Adara entre las suyas y ponerla contra su mejilla. Cierra los ojos al contacto del calor de su palma y Adara se acerca un poco más hacia Helena.	game/branch.rpy	996	nvle "[what]"
secuestro_182e8744	he	Que sea más lejos.	game/branch.rpy	998	he "[what]"
secuestro_e60ab599	nvle	Adara le sonríe a Helena y termina poniendo su otra mano en el rostro de la joven haciendo que esta la voltee a ver con con el ceño fruncido, pero con cariño saliendo de sus ojos. Sus cuerpos se aproximan los unos a los otros.	game/branch.rpy	999	nvle "[what]"
secuestro_a07b5210	nvle	Sus rostros siguen el mismo camino, Helena suelta la mano de Adara sin darse cuenta al quedar prendada de su mirada, se ruboriza y cierra los ojos con nerviosismo. Adara le responde con un cálido abrazo, pero Helena abre los ojos con una ligera mueca de dolor; le regresa el abrazo a la rubia y oculta su cara en su hombro.	game/branch.rpy	1000	nvle "[what]"
secuestro_0950500d	nvle	La casa está en silencio. Helena duerme en el sillón, envuelta en una manta. Chancho está a sus pies, hecho bolita. Adara ronca leve desde un sillón opuesto.	game/branch.rpy	1002	nvle "[what]"
secuestro_fa907e9f	he	¿Qué fue eso...?	game/branch.rpy	1004	he "[what]"
secuestro_1a9f4acc	nvle	Otro ruido. Esta vez, más cerca.	game/branch.rpy	1005	nvle "[what]"
secuestro_13a56e56	ch	 Oink...	game/branch.rpy	1006	ch "[what]"
secuestro_4576769e	nvle	Helena camina hacia la puerta. La abre lentamente. Nada. Silencio. Y de pronto...	game/branch.rpy	1007	nvle "[what]"
secuestro_f34f3bdf	nvle	Híbridos entran a toda velocidad. Un gas se dispersa. Chancho grita. Adara salta de su lugar.	game/branch.rpy	1009	nvle "[what]"
secuestro_0aad3517	he	¡No, no, no!	game/branch.rpy	1011	he "[what]"
secuestro_3c19ec73	nvle	Todo se vuelve confuso. Manos que sujetan. Gas que ahoga. Golpes secos. Voces apagadas.	game/branch.rpy	1012	nvle "[what]"
secuestro_a678e021	nvle	Helena despierta desorientada. Se levanta con dificultad.	game/branch.rpy	1017	nvle "[what]"
secuestro_0b454be4	nvle	La puerta se abre y entra la Dra. Elodia Rivas.	game/branch.rpy	1018	nvle "[what]"
secuestro_23ad4206	nvle	Su porte es calmo, su voz firme. Lleva su bata impecable, una carpeta en la mano.	game/branch.rpy	1019	nvle "[what]"
secuestro_b027f453		Secuaces de Elodia	game/branch.rpy	1023	"[what]"
secuestro_76667cf3	el	Buenos días, Helena.	game/branch.rpy	1027	el "[what]"
secuestro_73993a38	he	¡¿Dónde estoy?! ¡¿Dónde está Chancho?! ¡¿Dónde está Adara?!	game/branch.rpy	1029	he "[what]"
secuestro_64781695	nvle	Elodia cierra la puerta con suavidad. Deja la carpeta sobre la mesa. La observa un momento.	game/branch.rpy	1030	nvle "[what]"
secuestro_e60d47d3	el	Todos están vivos. A salvo. Por ahora.	game/branch.rpy	1032	el "[what]"
secuestro_1d561bda	he	¡¿Qué es este lugar?! ¡¿Quién eres?!	game/branch.rpy	1034	he "[what]"
secuestro_0e9d4b64	el	Soy la Dra. Elodia Rivas. Tal vez has oído hablar de mí... aunque seguramente no como deberías.	game/branch.rpy	1036	el "[what]"
secuestro_f5c1c96a	nvle	Helena da un paso atrás. Su rostro se crispa de furia y confusión.	game/branch.rpy	1037	nvle "[what]"
secuestro_34ba5041	he	¡Tú...! ¡Fuiste tú!	game/branch.rpy	1039	he "[what]"
secuestro_f7370d90	nvle	Baja una pantalla del techo, se enciende y muestra a su madre	game/branch.rpy	1041	nvle "[what]"
secuestro_4ba9f2ad	el	Sí. Pero no fue un acto de crueldad. Fue necesidad. Tu madre tomó algo. Protegía a alguien muy importante. Y eso... podía cambiarlo todo.	game/branch.rpy	1043	el "[what]"
secuestro_48fc8ab5	he	¡La encerraste como a un animal! ¡La convertiste en uno!	game/branch.rpy	1045	he "[what]"
secuestro_e2d7a561	el	Yo no, el virus lo hizo.	game/branch.rpy	1047	el "[what]"
secuestro_0d66b49f	el	Tu madre es fuerte. Pero no pudo evitarlo. Nadie puede, cuando el virus se arraiga el cuerpo es afectado, pero su conciencia... resistió.	game/branch.rpy	1048	el "[what]"
secuestro_d44bddc6	he	¿Por qué lo hiciste? ¿Dónde está Adara?	game/branch.rpy	1050	he "[what]"
secuestro_afd08981	el	Adara está bien, ella tiene un propósito aquí, así como tú.	game/branch.rpy	1052	el "[what]"
secuestro_57409019	nvle	Elodia abre la carpeta. Fotografías de Helena, informes, datos biométricos. Una imagen de su cerebro resaltado en rojo.	game/branch.rpy	1053	nvle "[what]"
secuestro_e8259b94	el	Tu conciencia es distinta. Es como... una red. Estás hecha para sobrevivir a la mutación sin perderte. Eres una pieza perdida de esta evolución.	game/branch.rpy	1055	el "[what]"
secuestro_baba2883	he	¡Oh, claro! ¡Y ahora quieres que me una a tu secta de monstruos conscientes!	game/branch.rpy	1057	he "[what]"
secuestro_d074ed55	el	No monstruos. Humanos, que entendieron que el cuerpo es efímero. Que lo único que vale la pena preservar es la conciencia. La autopercepción. La memoria. La capacidad de reconocer al otro.	game/branch.rpy	1059	el "[what]"
secuestro_84d13f63	el	¿Qué somos sin eso, Helena? Solo carne. Solo miedo.	game/branch.rpy	1060	el "[what]"
secuestro_6bdef55a	nvle	Helena se queda en silencio. La voz de Elodia es suave, pero cortante como un bisturí.	game/branch.rpy	1061	nvle "[what]"
secuestro_dfb1e1a4	el	Tú puedes ayudarme. A salvar a los que están atrapados entre la mutación y el olvido. A tu madre. A Chancho. A Adara.	game/branch.rpy	1063	el "[what]"
secuestro_978bcc80	he	¡No los toques!	game/branch.rpy	1065	he "[what]"
secuestro_ddd9b022	el	Ya lo hice. Pero juntas podemos deshacer lo que otros empezaron.	game/branch.rpy	1067	el "[what]"
secuestro_69117986	el	Solo si trabajas conmigo. Si decides mirar más allá del asco, del miedo, y ves lo que podría ser el futuro.	game/branch.rpy	1068	el "[what]"
secuestro_83757ad5	nvle	Silencio. Helena tiembla.	game/branch.rpy	1069	nvle "[what]"
secuestro_f3af7e4e	he	No pienso trabajar contigo.	game/branch.rpy	1071	he "[what]"
secuestro_4f075d0e	el	Entonces se acaban las opciones. Y será tu elección que los pierdas.	game/branch.rpy	1073	el "[what]"
secuestro_14b5f996	el	¿Qué dices Helena?	game/branch.rpy	1075	el "[what]"
secuestro_acd74cc5	he	Jamás.	game/branch.rpy	1081	he "[what]"
secuestro_d734c766	he	Trabajaré contigo y salvaré a mi mamá	game/branch.rpy	1086	he "[what]"
secuestro_af269479	el	Perfecto, no te arrepentirás.	game/branch.rpy	1088	el "[what]"
ElodiaUI_label_1da9fbc7	nvle	Helena camina en silencio por el corredor aséptico del laboratorio.	game/branch.rpy	1109	nvle "[what]"
ElodiaUI_label_f456cf91	nvle	A su lado, la Dra. Elodia Rivas la guía con paso firme, sosteniendo una tableta con registros.	game/branch.rpy	1110	nvle "[what]"
ElodiaUI_label_5a685478	nvle	Pasillos estrechos, iluminados con frialdad. Vidrios gruesos a los costados muestran otras salas: contenedores sellados, escritorios con monitores encendidos, tanques de oxígeno, cajas con etiquetas codificadas.	game/branch.rpy	1111	nvle "[what]"
ElodiaUI_label_268498ef	nvle	Se detienen frente a una máquina refrigerada. Elodia abre un compartimento sellado y saca una pequeña bandeja de metal.	game/branch.rpy	1112	nvle "[what]"
ElodiaUI_label_aa5e910d	nvle	En el centro: un cubo de carne cruda, pequeño, jugoso, pálido.	game/branch.rpy	1113	nvle "[what]"
ElodiaUI_label_5f325c16	el	Sujeto de prueba 64F. Edad treinta y siete. Conciencia previa estable, etapa de transición incompleta. Método de preservación: criogenía interrumpida.	game/branch.rpy	1117	el "[what]"
ElodiaUI_label_2374fb38	nvle	Le entrega el cubo a Helena en una pinza.	game/branch.rpy	1118	nvle "[what]"
ElodiaUI_label_7ed4d258	el	Si ves algo, cualquier cosa... necesito que lo describas tal cual.	game/branch.rpy	1120	el "[what]"
ElodiaUI_label_7915dbb7	nvle	Helena toma el cubo con recelo. Finalmente, lo lleva a la boca y lo muerde. Masticación lenta. Traga.	game/branch.rpy	1121	nvle "[what]"
ElodiaUI_label_a073b51d	nvle	De inmediato, sus pupilas se dilatan.	game/branch.rpy	1122	nvle "[what]"
ElodiaUI_label_76b95114	nvle	Vemos a través de su mente: una habitación cerrada. Una mujer de cabello canoso y mirada extraviada. Cuerpo fracturado.	game/branch.rpy	1124	nvle "[what]"
ElodiaUI_label_b87f749f	ma	Yo aún estoy aquí... yo... ¡yo soy!	game/branch.rpy	1125	ma "[what]"
ElodiaUI_label_33083c51	nvle	De golpe, la visión se apaga. Helena jadea y cae de rodillas, pero se repone rápido.	game/branch.rpy	1126	nvle "[what]"
ElodiaUI_label_74248e49	he	Fragmentado... pero resistía. No completamente ida.	game/branch.rpy	1128	he "[what]"
ElodiaUI_label_58363da3	el	Interesante. Anótalo.	game/branch.rpy	1130	el "[what]"
ElodiaUI_label_aba34bad	nvle	Se lo dice a una grabadora de solapa en su bata.	game/branch.rpy	1131	nvle "[what]"
ElodiaUI_label_7a4c0aa8	he	¿Será esto real? ¿Será una visión más? ¿Una visión de mí misma?	game/branch.rpy	1133	he "[what]"
ElodiaUI_label_8ad44140	he	Elodia, tengo algo que decirte.	game/branch.rpy	1135	he "[what]"
ElodiaUI_label_32e9a47b	he	A veces confundo la realidad con visiones.	game/branch.rpy	1141	he "[what]"
ElodiaUI_label_e5cbf64a	he	No sé si quiero seguir haciendo esto.	game/branch.rpy	1145	he "[what]"
ElodiaUI_label_90115a00	el	¿Cómo?	game/branch.rpy	1147	el "[what]"
ElodiaUI_label_398f434c	he	A veces no sé si esto es real... Es como si todo el tiempo acabara de comer carne.	game/branch.rpy	1149	he "[what]"
ElodiaUI_label_10dec78f	el	La mente suele protegerse distorsionando lo imposible. Pero esto, Helena, es tan real como el cuerpo que habitas.	game/branch.rpy	1151	el "[what]"
ElodiaUI_label_4dfa176f	he	Es que no me gusta y no sé si en verdad estamos haciendo un avance.	game/branch.rpy	1153	he "[what]"
ElodiaUI_label_064ce870	el	¡Claro que estamos avanzando! Que no veamos los resultados inmediatamente no significa que no los haya.	game/branch.rpy	1155	el "[what]"
ElodiaUI_label_10dffd26	el	¿Te vas a rendir con tu mamá, acaso?	game/branch.rpy	1156	el "[what]"
ElodiaUI_label_595c82b6	he	No, no, sigamos.	game/branch.rpy	1158	he "[what]"
ElodiaUI_label_43645ce0	nvle	Helena está sentada en una silla metálica.	game/branch.rpy	1163	nvle "[what]"
ElodiaUI_label_a0a0ff01	nvle	Un brazo desnudo reposa sobre un apoyabrazos acolchado. A su alrededor, pantallas y bandejas con tubos de ensayo. Elodia prepara una jeringa.	game/branch.rpy	1164	nvle "[what]"
ElodiaUI_label_ff41abad	el	Esto no dolerá mucho.	game/branch.rpy	1167	el "[what]"
ElodiaUI_label_e07c4f4d	he	Eso dijiste la última vez.	game/branch.rpy	1173	he "[what]"
ElodiaUI_label_011e25eb	he	Ya estoy acostumbrada a que todo me duela.	game/branch.rpy	1177	he "[what]"
ElodiaUI_label_1201707d	nvle	La aguja entra. La sangre fluye, oscura, densa.	game/branch.rpy	1180	nvle "[what]"
ElodiaUI_label_b2ff0200	he	¿Crees que si tengo esta habilidad... también tengo el virus?	game/branch.rpy	1182	he "[what]"
ElodiaUI_label_4bdbfe45	nvle	Elodia mira el tubo llenándose.	game/branch.rpy	1183	nvle "[what]"
ElodiaUI_label_937c710e	el	Tal vez. El virus fue creado para adaptarse a cualquier entorno imitando capacidades animales: regeneración, resistencia, detección de vibraciones, hibernación... habilidades para sobrevivir al fin del mundo que se avecinaba.	game/branch.rpy	1185	el "[what]"
ElodiaUI_label_cb547f07	el	Pero lo tuyo... ver recuerdos a través de la carne... eso no existe en el reino animal.	game/branch.rpy	1186	el "[what]"
ElodiaUI_label_a8061c10	he	Entonces, ¿qué soy? ¿Un híbrido?	game/branch.rpy	1188	he "[what]"
ElodiaUI_label_b86d0a18	el	Una anomalía. Algo nuevo. Algo que no debió existir, y sin embargo... estás aquí.	game/branch.rpy	1190	el "[what]"
ElodiaUI_label_cbb0f3f2	nvle	La jeringa se llena. Elodia la retira y coloca el tubo con cuidado en una bandeja sellada.	game/branch.rpy	1191	nvle "[what]"
ElodiaUI_label_b43bccb9	el	Y eso, Helena, es más fascinante que cualquier plan original. Porque la verdadera evolución... nunca es la prevista.{p=1.5}Por eso eres importante.	game/branch.rpy	1193	el "[what]"
ElodiaUI_label_c4228cda	nvle	Elodia y Helena caminan juntas en silencio. Elodia se detiene frente a una bifurcación. Mira a Helena. 	game/branch.rpy	1197	nvle "[what]"
ElodiaUI_label_9e04d1b3	el	Helena... necesito pedirte algo más.	game/branch.rpy	1200	el "[what]"
ElodiaUI_label_b26e7d39	nvle	Helena se queda quieta. Ya sabe ese tono. Esa pausa. Ese algo más nunca es leve.	game/branch.rpy	1201	nvle "[what]"
ElodiaUI_label_4bf5e570	el	Tu amigo. Chancho.	game/branch.rpy	1203	el "[what]"
ElodiaUI_label_95cc3d0a	he	Pensé que Chancho no te servía.	game/branch.rpy	1212	he "[what]"
ElodiaUI_label_8719337b	he	Chancho alegra mis días aquí.	game/branch.rpy	1216	he "[what]"
ElodiaUI_label_58a578a1	el	Chancho podría ser la pieza fundamental. Su existencia podría reescribir todo lo que sabemos sobre transmisión de conciencia. No quiero destruirlo. Quiero entenderlo. Preservarlo.	game/branch.rpy	1219	el "[what]"
ElodiaUI_label_f68f1f0c	he	Él no confía en nadie. Apenas y se deja tocar por mí.	game/branch.rpy	1221	he "[what]"
ElodiaUI_label_fac398fc	el	Es una anomalía. Una joya de mutación espontánea. De animal a humano. Eso no estaba previsto en el virus MA.	game/branch.rpy	1223	el "[what]"
ElodiaUI_label_99ec11f4	nvle	Helena no responde. El silencio es un campo minado.	game/branch.rpy	1224	nvle "[what]"
ElodiaUI_label_2b560582	el	Necesito hacer pruebas con él. Solo observación clínica. Lecturas. No lo lastimaré.	game/branch.rpy	1226	el "[what]"
ElodiaUI_label_baf29bfb	nvle	Helena frunce el ceño. Sus dedos juegan con el dobladillo de la bata.	game/branch.rpy	1227	nvle "[what]"
ElodiaUI_label_8c14fbd5	el	No lo forzaré. Pero si tú se lo pides...	game/branch.rpy	1229	el "[what]"
ElodiaUI_label_6196c57f	he	Pero déjame ver a Adara.	game/branch.rpy	1235	he "[what]"
ElodiaUI_label_28aab882	el	Helena, Adara ya no está aquí.	game/branch.rpy	1237	el "[what]"
ElodiaUI_label_d18d1a10	he	¿Cómo?	game/branch.rpy	1239	he "[what]"
ElodiaUI_label_31d6a4b6	el	La dejé ir, ella no me sirve.	game/branch.rpy	1241	el "[what]"
ElodiaUI_label_046f0ade	el	Déjame observar a Chancho, no le haré nada.	game/branch.rpy	1243	el "[what]"
ElodiaUI_label_d0e35c96	he	No quiero que experimentes con Chancho.	game/branch.rpy	1247	he "[what]"
ElodiaUI_label_5adb2e79	el	Helena, no vamos a avanzar si no lo observamos.	game/branch.rpy	1249	el "[what]"
ElodiaUI_label_72a3069a	nvle	Finalmente, asiente. Una vez. Breve.	game/branch.rpy	1251	nvle "[what]"
ElodiaUI_label_a60acbb7	ch	Oink... 	game/branch.rpy	1252	ch "[what]"
ElodiaUI_label_f30314ee	nvle	Chancho entra con pasos dudosos. Mira todo. Luego ve a Elodia. Se queda junto a la puerta.	game/branch.rpy	1253	nvle "[what]"
ElodiaUI_label_cd6f6988	nvle	En el piso hay dos círculos, uno verde y uno rojo.	game/branch.rpy	1254	nvle "[what]"
ElodiaUI_label_30a40a3c	el	Hola cerdito. Si me entiendes puedes pararte en el círculo verde.	game/branch.rpy	1256	el "[what]"
ElodiaUI_label_35b158ff	nvle	Elodia se agacha a la altura del cerdo.	game/branch.rpy	1257	nvle "[what]"
ElodiaUI_label_845c5eff	el	¿Sabes quién eres?	game/branch.rpy	1258	el "[what]"
ElodiaUI_label_dcfd2d2f	ch	Oink...	game/branch.rpy	1259	ch "[what]"
ElodiaUI_label_e64aab9c	el	Si eres un cerdo párate en el círculo verde.	game/branch.rpy	1260	el "[what]"
ElodiaUI_label_0f4074ab	nvle	Chancho se rasca la cabeza. Se sienta en la alfombra ignorando a Elodia.	game/branch.rpy	1261	nvle "[what]"
ElodiaUI_label_3cd233f3	nvle	Elodia, en un cuarto contiguo, observa desde una ventana de cristal unidireccional. Se frustra.	game/branch.rpy	1262	nvle "[what]"
ElodiaUI_label_d3c85d11	nvle	La puerta se cierra automáticamente a su espalda. Helena se acerca a la pantalla. Se enciende con un leve parpadeo.	game/branch.rpy	1268	nvle "[what]"
